c_hlevel,c_fullname,c_name,c_synonym_cd,c_visualattributes,c_totalnum,c_basecode,c_metadataxml,c_facttablecolumn,c_tablename,c_columnname,c_columndatatype,c_operator,c_dimcode,c_comment,c_tooltip,m_applied_path,update_date,download_date,import_date,sourcesystem_cd,valuetype_cd,m_exclusion_cd,c_path,c_symbol
2,\CMS\HOSPICE_VALUE_CODES\BENE_ID\,Encrypted 723 Beneficiary ID,N,LH,,BENE_ID:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_VALUE_CODES\BENE_ID\,,Encrypted 723 Beneficiary ID,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_VALUE_CODES\CLM_ID\,Encrypted Claim ID,N,LH,,CLM_ID:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_VALUE_CODES\CLM_ID\,,Encrypted Claim ID,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_VALUE_CODES\NCH_CLM_TYPE_CD\,NCH Claim Type Code,N,FH,,NCH_CLM_TYPE_CD:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_VALUE_CODES\NCH_CLM_TYPE_CD\,,NCH Claim Type Code,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_VALUE_CODES\RLT_VAL_CD_SEQ\,Claim Related Value Code Sequence,N,FH,,RLT_VAL_CD_SEQ:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_VALUE_CODES\RLT_VAL_CD_SEQ\,,Claim Related Value Code Sequence,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_VALUE_CODES\CLM_VAL_CD\,Claim Value Code,N,FH,,CLM_VAL_CD:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_VALUE_CODES\CLM_VAL_CD\,,Claim Value Code,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_VALUE_CODES\CLM_VAL_AMT\,Claim Value Amount,N,LH,,CLM_VAL_AMT:,"<?xml version=""1.0""?>  <ValueMetadata>  <Version>3.02</Version>  <CreationDateTime>30-AUG-17</CreationDateTime>  <TestID>CLM_VAL_AMT:</TestID>  <TestName>Claim Value Amount</TestName>  <DataType>PosFloat</DataType>  <CodeType>GRP</CodeType>  <Loinc>0</Loinc>  <Flagstouse>HL</Flagstouse>  <Oktousevalues>The units in this set of tests are not equivalent,  therefore numeric comparisons between the tests are not possible.</Oktousevalues>  <MaxStringLength></MaxStringLength>  <LowofLowValue></LowofLowValue>  <HighofLowValue></HighofLowValue>  <LowofHighValue></LowofHighValue>  <HighofHighValue></HighofHighValue>  <LowofToxicValue></LowofToxicValue>  <HighofToxicValue></HighofToxicValue>  <EnumValues></EnumValues>  <CommentsDeterminingExclusion>    <Com></Com>  </CommentsDeterminingExclusion>  <UnitValues>    <NormalUnits>Default</NormalUnits>    <ConvertingUnits>      <Units></Units>      <MultiplyingFactor></MultiplyingFactor>    </ConvertingUnits>  </UnitValues>  <Analysis>    <Enums />    <Counts />    <New />  </Analysis> </ValueMetadata>",concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_VALUE_CODES\CLM_VAL_AMT\,,Claim Value Amount,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_OCCURRNCE_CODES\BENE_ID\,Encrypted 723 Beneficiary ID,N,LH,,BENE_ID:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_OCCURRNCE_CODES\BENE_ID\,,Encrypted 723 Beneficiary ID,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_OCCURRNCE_CODES\CLM_ID\,Encrypted Claim ID,N,LH,,CLM_ID:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_OCCURRNCE_CODES\CLM_ID\,,Encrypted Claim ID,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_OCCURRNCE_CODES\NCH_CLM_TYPE_CD\,NCH Claim Type Code,N,FH,,NCH_CLM_TYPE_CD:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_OCCURRNCE_CODES\NCH_CLM_TYPE_CD\,,NCH Claim Type Code,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
2,\CMS\HOSPICE_OCCURRNCE_CODES\RLT_OCRNC_CD_SEQ\,Claim Related Occurrence Code Sequence,N,FH,,RLT_OCRNC_CD_SEQ:,,concept_cd,concept_dimension,concept_path,T,like,\CMS\HOSPICE_OCCURRNCE_CODES\RLT_OCRNC_CD_SEQ\,,Claim Related Occurrence Code Sequence,@,2017-05-22 07:13:00,2017-01-19 20:19:00,2017-05-22 07:13:00,grouse.kumc.edu
